event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0003668,2026-02-03T10:31:52,RCPT-20260203-00350,P-0044,hover,checkout_upsell,synthetic
INT-0003669,2026-02-03T13:56:52,RCPT-20260203-00351,P-0051,view,checkout_upsell,synthetic
INT-0003670,2026-02-03T13:56:52,RCPT-20260203-00351,P-0051,hover,checkout_upsell,synthetic
INT-0003671,2026-02-03T13:56:52,RCPT-20260203-00351,P-0011,view,checkout_upsell,synthetic
INT-0003672,2026-02-03T13:56:52,RCPT-20260203-00351,P-0011,hover,checkout_upsell,synthetic
INT-0003673,2026-02-03T13:56:52,RCPT-20260203-00351,P-0060,view,checkout_upsell,synthetic
INT-0003674,2026-02-03T13:56:52,RCPT-20260203-00351,P-0060,hover,checkout_upsell,synthetic
INT-0003675,2026-02-03T13:56:52,RCPT-20260203-00351,P-0043,view,checkout_upsell,synthetic
INT-0003676,2026-02-03T13:56:52,RCPT-20260203-00351,P-0043,hover,checkout_upsell,synthetic
INT-0003677,2026-02-03T13:56:52,RCPT-20260203-00351,P-0053,view,checkout_upsell,synthetic
INT-0003678,2026-02-03T13:56:52,RCPT-20260203-00351,P-0053,hover,checkout_upsell,synthetic
INT-0003679,2026-02-03T13:56:52,RCPT-20260203-00351,P-0016,view,checkout_upsell,synthetic
INT-0003680,2026-02-03T13:56:52,RCPT-20260203-00351,P-0016,hover,checkout_upsell,synthetic
INT-0003681,2026-02-04T13:32:44,RCPT-20260204-00352,P-0006,view,checkout_upsell,synthetic
INT-0003682,2026-02-04T13:32:44,RCPT-20260204-00352,P-0006,hover,checkout_upsell,synthetic
INT-0003683,2026-02-04T13:32:44,RCPT-20260204-00352,P-0060,view,checkout_upsell,synthetic
INT-0003684,2026-02-04T13:32:44,RCPT-20260204-00352,P-0047,view,checkout_upsell,synthetic
INT-0003685,2026-02-04T13:32:44,RCPT-20260204-00352,P-0047,hover,checkout_upsell,synthetic
INT-0003686,2026-02-04T13:32:44,RCPT-20260204-00352,P-0052,view,checkout_upsell,synthetic
INT-0003687,2026-02-04T13:32:44,RCPT-20260204-00352,P-0052,hover,checkout_upsell,synthetic
INT-0003688,2026-02-04T13:32:44,RCPT-20260204-00352,P-0024,view,checkout_upsell,synthetic
INT-0003689,2026-02-04T13:32:44,RCPT-20260204-00352,P-0024,hover,checkout_upsell,synthetic
INT-0003690,2026-02-04T13:32:44,RCPT-20260204-00352,P-0053,view,checkout_upsell,synthetic
INT-0003691,2026-02-04T12:50:25,RCPT-20260204-00353,P-0035,view,checkout_upsell,synthetic
INT-0003692,2026-02-04T12:50:25,RCPT-20260204-00353,P-0035,hover,checkout_upsell,synthetic
INT-0003693,2026-02-04T12:50:25,RCPT-20260204-00353,P-0054,view,checkout_upsell,synthetic
INT-0003694,2026-02-04T12:50:25,RCPT-20260204-00353,P-0054,click,checkout_upsell,synthetic
INT-0003695,2026-02-04T12:50:25,RCPT-20260204-00353,P-0029,view,checkout_upsell,synthetic
INT-0003696,2026-02-04T12:50:25,RCPT-20260204-00353,P-0029,hover,checkout_upsell,synthetic
INT-0003697,2026-02-04T12:50:25,RCPT-20260204-00353,P-0075,view,checkout_upsell,synthetic
INT-0003698,2026-02-04T12:50:25,RCPT-20260204-00353,P-0075,hover,checkout_upsell,synthetic
INT-0003699,2026-02-04T12:50:25,RCPT-20260204-00353,P-0044,view,checkout_upsell,synthetic
INT-0003700,2026-02-04T12:50:25,RCPT-20260204-00353,P-0009,view,checkout_upsell,synthetic
INT-0003701,2026-02-04T20:08:30,RCPT-20260204-00354,P-0069,view,checkout_upsell,synthetic
INT-0003702,2026-02-04T20:08:30,RCPT-20260204-00354,P-0069,hover,checkout_upsell,synthetic
INT-0003703,2026-02-04T20:08:30,RCPT-20260204-00354,P-0038,view,checkout_upsell,synthetic
INT-0003704,2026-02-04T20:08:30,RCPT-20260204-00354,P-0038,hover,checkout_upsell,synthetic
INT-0003705,2026-02-04T20:08:30,RCPT-20260204-00354,P-0070,view,checkout_upsell,synthetic
INT-0003706,2026-02-04T20:08:30,RCPT-20260204-00354,P-0023,view,checkout_upsell,synthetic
INT-0003707,2026-02-04T20:08:30,RCPT-20260204-00354,P-0023,hover,checkout_upsell,synthetic
INT-0003708,2026-02-04T20:08:30,RCPT-20260204-00354,P-0057,view,checkout_upsell,synthetic
INT-0003709,2026-02-04T20:08:30,RCPT-20260204-00354,P-0057,hover,checkout_upsell,synthetic
INT-0003710,2026-02-04T20:08:30,RCPT-20260204-00354,P-0014,view,checkout_upsell,synthetic
INT-0003711,2026-02-04T20:08:30,RCPT-20260204-00354,P-0014,hover,checkout_upsell,synthetic
INT-0003712,2026-02-04T09:42:26,RCPT-20260204-00355,P-0065,view,checkout_upsell,synthetic
INT-0003713,2026-02-04T09:42:26,RCPT-20260204-00355,P-0065,hover,checkout_upsell,synthetic
INT-0003714,2026-02-04T09:42:26,RCPT-20260204-00355,P-0065,click,checkout_upsell,synthetic
INT-0003715,2026-02-04T09:42:26,RCPT-20260204-00355,P-0040,view,checkout_upsell,synthetic
INT-0003716,2026-02-04T09:42:26,RCPT-20260204-00355,P-0040,hover,checkout_upsell,synthetic
INT-0003717,2026-02-04T09:42:26,RCPT-20260204-00355,P-0008,view,checkout_upsell,synthetic
INT-0003718,2026-02-04T09:42:26,RCPT-20260204-00355,P-0060,view,checkout_upsell,synthetic
INT-0003719,2026-02-04T09:42:26,RCPT-20260204-00355,P-0042,view,checkout_upsell,synthetic
INT-0003720,2026-02-04T09:42:26,RCPT-20260204-00355,P-0047,view,checkout_upsell,synthetic
INT-0003721,2026-02-04T17:09:28,RCPT-20260204-00356,P-0030,view,checkout_upsell,synthetic
INT-0003722,2026-02-04T17:09:28,RCPT-20260204-00356,P-0030,hover,checkout_upsell,synthetic
INT-0003723,2026-02-04T17:09:28,RCPT-20260204-00356,P-0028,view,checkout_upsell,synthetic
INT-0003724,2026-02-04T17:09:28,RCPT-20260204-00356,P-0046,view,checkout_upsell,synthetic
INT-0003725,2026-02-04T17:09:28,RCPT-20260204-00356,P-0046,hover,checkout_upsell,synthetic
INT-0003726,2026-02-04T17:09:28,RCPT-20260204-00356,P-0002,view,checkout_upsell,synthetic
INT-0003727,2026-02-04T17:09:28,RCPT-20260204-00356,P-0002,hover,checkout_upsell,synthetic
INT-0003728,2026-02-04T17:09:28,RCPT-20260204-00356,P-0055,view,checkout_upsell,synthetic
INT-0003729,2026-02-04T17:09:28,RCPT-20260204-00356,P-0055,hover,checkout_upsell,synthetic
INT-0003730,2026-02-04T17:09:28,RCPT-20260204-00356,P-0067,view,checkout_upsell,synthetic
INT-0003731,2026-02-04T17:09:28,RCPT-20260204-00356,P-0067,hover,checkout_upsell,synthetic
INT-0003732,2026-02-04T08:21:44,RCPT-20260204-00357,P-0061,view,checkout_upsell,synthetic
INT-0003733,2026-02-04T08:21:44,RCPT-20260204-00357,P-0061,hover,checkout_upsell,synthetic
INT-0003734,2026-02-04T08:21:44,RCPT-20260204-00357,P-0034,view,checkout_upsell,synthetic
INT-0003735,2026-02-04T08:21:44,RCPT-20260204-00357,P-0034,hover,checkout_upsell,synthetic
INT-0003736,2026-02-04T08:21:44,RCPT-20260204-00357,P-0065,view,checkout_upsell,synthetic
INT-0003737,2026-02-04T08:21:44,RCPT-20260204-00357,P-0056,view,checkout_upsell,synthetic
INT-0003738,2026-02-04T08:21:44,RCPT-20260204-00357,P-0056,hover,checkout_upsell,synthetic
INT-0003739,2026-02-04T08:21:44,RCPT-20260204-00357,P-0014,view,checkout_upsell,synthetic
INT-0003740,2026-02-04T08:21:44,RCPT-20260204-00357,P-0073,view,checkout_upsell,synthetic
INT-0003741,2026-02-04T08:21:44,RCPT-20260204-00357,P-0073,hover,checkout_upsell,synthetic
INT-0003742,2026-02-04T19:09:44,RCPT-20260204-00358,P-0030,view,checkout_upsell,synthetic
INT-0003743,2026-02-04T19:09:44,RCPT-20260204-00358,P-0030,hover,checkout_upsell,synthetic
INT-0003744,2026-02-04T19:09:44,RCPT-20260204-00358,P-0060,view,checkout_upsell,synthetic
INT-0003745,2026-02-04T19:09:44,RCPT-20260204-00358,P-0060,hover,checkout_upsell,synthetic
INT-0003746,2026-02-04T19:09:44,RCPT-20260204-00358,P-0035,view,checkout_upsell,synthetic
INT-0003747,2026-02-04T19:09:44,RCPT-20260204-00358,P-0019,view,checkout_upsell,synthetic
INT-0003748,2026-02-04T19:09:44,RCPT-20260204-00358,P-0019,click,checkout_upsell,synthetic
INT-0003749,2026-02-04T19:09:44,RCPT-20260204-00358,P-0057,view,checkout_upsell,synthetic
INT-0003750,2026-02-04T19:09:44,RCPT-20260204-00358,P-0022,view,checkout_upsell,synthetic
INT-0003751,2026-02-04T18:17:42,RCPT-20260204-00359,P-0008,view,checkout_upsell,synthetic
INT-0003752,2026-02-04T18:17:42,RCPT-20260204-00359,P-0008,hover,checkout_upsell,synthetic
INT-0003753,2026-02-04T18:17:42,RCPT-20260204-00359,P-0043,view,checkout_upsell,synthetic
INT-0003754,2026-02-04T18:17:42,RCPT-20260204-00359,P-0035,view,checkout_upsell,synthetic
INT-0003755,2026-02-04T18:17:42,RCPT-20260204-00359,P-0038,view,checkout_upsell,synthetic
INT-0003756,2026-02-04T18:17:42,RCPT-20260204-00359,P-0038,hover,checkout_upsell,synthetic
INT-0003757,2026-02-04T18:17:42,RCPT-20260204-00359,P-0055,view,checkout_upsell,synthetic
INT-0003758,2026-02-04T18:17:42,RCPT-20260204-00359,P-0055,hover,checkout_upsell,synthetic
INT-0003759,2026-02-04T18:17:42,RCPT-20260204-00359,P-0045,view,checkout_upsell,synthetic
INT-0003760,2026-02-04T21:38:34,RCPT-20260204-00360,P-0048,view,checkout_upsell,synthetic
INT-0003761,2026-02-04T21:38:34,RCPT-20260204-00360,P-0048,click,checkout_upsell,synthetic
INT-0003762,2026-02-04T21:38:34,RCPT-20260204-00360,P-0065,view,checkout_upsell,synthetic
INT-0003763,2026-02-04T21:38:34,RCPT-20260204-00360,P-0041,view,checkout_upsell,synthetic
INT-0003764,2026-02-04T21:38:34,RCPT-20260204-00360,P-0066,view,checkout_upsell,synthetic
INT-0003765,2026-02-04T21:38:34,RCPT-20260204-00360,P-0066,hover,checkout_upsell,synthetic
INT-0003766,2026-02-04T21:38:34,RCPT-20260204-00360,P-0007,view,checkout_upsell,synthetic
INT-0003767,2026-02-04T21:38:34,RCPT-20260204-00360,P-0007,hover,checkout_upsell,synthetic
INT-0003768,2026-02-04T21:38:34,RCPT-20260204-00360,P-0072,view,checkout_upsell,synthetic
INT-0003769,2026-02-04T21:38:34,RCPT-20260204-00360,P-0072,hover,checkout_upsell,synthetic
INT-0003770,2026-02-04T13:40:19,RCPT-20260204-00361,P-0061,view,checkout_upsell,synthetic
INT-0003771,2026-02-04T13:40:19,RCPT-20260204-00361,P-0003,view,checkout_upsell,synthetic
INT-0003772,2026-02-04T13:40:19,RCPT-20260204-00361,P-0035,view,checkout_upsell,synthetic
INT-0003773,2026-02-04T13:40:19,RCPT-20260204-00361,P-0035,hover,checkout_upsell,synthetic
INT-0003774,2026-02-04T13:40:19,RCPT-20260204-00361,P-0059,view,checkout_upsell,synthetic
INT-0003775,2026-02-04T13:40:19,RCPT-20260204-00361,P-0059,hover,checkout_upsell,synthetic
INT-0003776,2026-02-04T13:40:19,RCPT-20260204-00361,P-0029,view,checkout_upsell,synthetic
INT-0003777,2026-02-04T13:40:19,RCPT-20260204-00361,P-0029,hover,checkout_upsell,synthetic
INT-0003778,2026-02-04T13:40:19,RCPT-20260204-00361,P-0076,view,checkout_upsell,synthetic
INT-0003779,2026-02-04T13:40:19,RCPT-20260204-00361,P-0076,hover,checkout_upsell,synthetic
INT-0003780,2026-02-04T11:09:21,RCPT-20260204-00362,P-0065,view,checkout_upsell,synthetic
INT-0003781,2026-02-04T11:09:21,RCPT-20260204-00362,P-0065,hover,checkout_upsell,synthetic
INT-0003782,2026-02-04T11:09:21,RCPT-20260204-00362,P-0065,click,checkout_upsell,synthetic
INT-0003783,2026-02-04T11:09:21,RCPT-20260204-00362,P-0074,view,checkout_upsell,synthetic
INT-0003784,2026-02-04T11:09:21,RCPT-20260204-00362,P-0074,hover,checkout_upsell,synthetic
INT-0003785,2026-02-04T11:09:21,RCPT-20260204-00362,P-0002,view,checkout_upsell,synthetic
INT-0003786,2026-02-04T11:09:21,RCPT-20260204-00362,P-0002,hover,checkout_upsell,synthetic
INT-0003787,2026-02-04T11:09:21,RCPT-20260204-00362,P-0014,view,checkout_upsell,synthetic
INT-0003788,2026-02-04T11:09:21,RCPT-20260204-00362,P-0014,click,checkout_upsell,synthetic
INT-0003789,2026-02-04T11:09:21,RCPT-20260204-00362,P-0073,view,checkout_upsell,synthetic
INT-0003790,2026-02-04T11:09:21,RCPT-20260204-00362,P-0073,hover,checkout_upsell,synthetic
INT-0003791,2026-02-04T11:09:21,RCPT-20260204-00362,P-0073,click,checkout_upsell,synthetic
INT-0003792,2026-02-04T11:09:21,RCPT-20260204-00362,P-0042,view,checkout_upsell,synthetic
INT-0003793,2026-02-04T11:09:21,RCPT-20260204-00362,P-0042,hover,checkout_upsell,synthetic
INT-0003794,2026-02-04T15:34:08,RCPT-20260204-00363,P-0061,view,checkout_upsell,synthetic
INT-0003795,2026-02-04T15:34:08,RCPT-20260204-00363,P-0034,view,checkout_upsell,synthetic
INT-0003796,2026-02-04T15:34:08,RCPT-20260204-00363,P-0034,hover,checkout_upsell,synthetic
INT-0003797,2026-02-04T15:34:08,RCPT-20260204-00363,P-0034,click,checkout_upsell,synthetic
INT-0003798,2026-02-04T15:34:08,RCPT-20260204-00363,P-0074,view,checkout_upsell,synthetic
INT-0003799,2026-02-04T15:34:08,RCPT-20260204-00363,P-0074,hover,checkout_upsell,synthetic
INT-0003800,2026-02-04T15:34:08,RCPT-20260204-00363,P-0068,view,checkout_upsell,synthetic
INT-0003801,2026-02-04T15:34:08,RCPT-20260204-00363,P-0068,hover,checkout_upsell,synthetic
INT-0003802,2026-02-04T15:34:08,RCPT-20260204-00363,P-0054,view,checkout_upsell,synthetic
INT-0003803,2026-02-04T15:34:08,RCPT-20260204-00363,P-0054,hover,checkout_upsell,synthetic
INT-0003804,2026-02-04T15:34:08,RCPT-20260204-00363,P-0038,view,checkout_upsell,synthetic
INT-0003805,2026-02-04T15:34:08,RCPT-20260204-00363,P-0038,hover,checkout_upsell,synthetic
INT-0003806,2026-02-04T18:59:36,RCPT-20260204-00364,P-0050,view,checkout_upsell,synthetic
INT-0003807,2026-02-04T18:59:36,RCPT-20260204-00364,P-0050,hover,checkout_upsell,synthetic
INT-0003808,2026-02-04T18:59:36,RCPT-20260204-00364,P-0015,view,checkout_upsell,synthetic
INT-0003809,2026-02-04T18:59:36,RCPT-20260204-00364,P-0042,view,checkout_upsell,synthetic
INT-0003810,2026-02-04T18:59:36,RCPT-20260204-00364,P-0042,hover,checkout_upsell,synthetic
INT-0003811,2026-02-04T18:59:36,RCPT-20260204-00364,P-0042,click,checkout_upsell,synthetic
INT-0003812,2026-02-04T18:59:36,RCPT-20260204-00364,P-0058,view,checkout_upsell,synthetic
INT-0003813,2026-02-04T18:59:36,RCPT-20260204-00364,P-0018,view,checkout_upsell,synthetic
INT-0003814,2026-02-04T18:59:36,RCPT-20260204-00364,P-0018,hover,checkout_upsell,synthetic
INT-0003815,2026-02-04T18:59:36,RCPT-20260204-00364,P-0063,view,checkout_upsell,synthetic
INT-0003816,2026-02-04T15:47:59,RCPT-20260204-00365,P-0051,view,checkout_upsell,synthetic
INT-0003817,2026-02-04T15:47:59,RCPT-20260204-00365,P-0051,hover,checkout_upsell,synthetic
INT-0003818,2026-02-04T15:47:59,RCPT-20260204-00365,P-0040,view,checkout_upsell,synthetic
INT-0003819,2026-02-04T15:47:59,RCPT-20260204-00365,P-0040,hover,checkout_upsell,synthetic
INT-0003820,2026-02-04T15:47:59,RCPT-20260204-00365,P-0038,view,checkout_upsell,synthetic
INT-0003821,2026-02-04T15:47:59,RCPT-20260204-00365,P-0055,view,checkout_upsell,synthetic
INT-0003822,2026-02-04T15:47:59,RCPT-20260204-00365,P-0017,view,checkout_upsell,synthetic
INT-0003823,2026-02-04T15:47:59,RCPT-20260204-00365,P-0017,hover,checkout_upsell,synthetic
INT-0003824,2026-02-04T15:47:59,RCPT-20260204-00365,P-0058,view,checkout_upsell,synthetic
INT-0003825,2026-02-05T09:44:49,RCPT-20260205-00366,P-0030,view,checkout_upsell,synthetic
INT-0003826,2026-02-05T09:44:49,RCPT-20260205-00366,P-0030,hover,checkout_upsell,synthetic
INT-0003827,2026-02-05T09:44:49,RCPT-20260205-00366,P-0050,view,checkout_upsell,synthetic
INT-0003828,2026-02-05T09:44:49,RCPT-20260205-00366,P-0050,hover,checkout_upsell,synthetic
INT-0003829,2026-02-05T09:44:49,RCPT-20260205-00366,P-0050,click,checkout_upsell,synthetic
INT-0003830,2026-02-05T09:44:49,RCPT-20260205-00366,P-0043,view,checkout_upsell,synthetic
INT-0003831,2026-02-05T09:44:49,RCPT-20260205-00366,P-0043,hover,checkout_upsell,synthetic
INT-0003832,2026-02-05T09:44:49,RCPT-20260205-00366,P-0074,view,checkout_upsell,synthetic
INT-0003833,2026-02-05T09:44:49,RCPT-20260205-00366,P-0074,hover,checkout_upsell,synthetic
INT-0003834,2026-02-05T09:44:49,RCPT-20260205-00366,P-0021,view,checkout_upsell,synthetic
INT-0003835,2026-02-05T09:44:49,RCPT-20260205-00366,P-0021,hover,checkout_upsell,synthetic
INT-0003836,2026-02-05T09:44:49,RCPT-20260205-00366,P-0001,view,checkout_upsell,synthetic
INT-0003837,2026-02-05T09:44:49,RCPT-20260205-00366,P-0001,hover,checkout_upsell,synthetic
INT-0003838,2026-02-05T10:12:14,RCPT-20260205-00367,P-0012,view,checkout_upsell,synthetic
INT-0003839,2026-02-05T10:12:14,RCPT-20260205-00367,P-0012,click,checkout_upsell,synthetic
INT-0003840,2026-02-05T10:12:14,RCPT-20260205-00367,P-0059,view,checkout_upsell,synthetic
INT-0003841,2026-02-05T10:12:14,RCPT-20260205-00367,P-0059,hover,checkout_upsell,synthetic
INT-0003842,2026-02-05T10:12:14,RCPT-20260205-00367,P-0004,view,checkout_upsell,synthetic
INT-0003843,2026-02-05T10:12:14,RCPT-20260205-00367,P-0072,view,checkout_upsell,synthetic
INT-0003844,2026-02-05T10:12:14,RCPT-20260205-00367,P-0072,hover,checkout_upsell,synthetic
INT-0003845,2026-02-05T10:12:14,RCPT-20260205-00367,P-0053,view,checkout_upsell,synthetic
INT-0003846,2026-02-05T10:12:14,RCPT-20260205-00367,P-0062,view,checkout_upsell,synthetic
INT-0003847,2026-02-05T10:59:28,RCPT-20260205-00368,P-0027,view,checkout_upsell,synthetic
INT-0003848,2026-02-05T10:59:28,RCPT-20260205-00368,P-0027,hover,checkout_upsell,synthetic
INT-0003849,2026-02-05T10:59:28,RCPT-20260205-00368,P-0013,view,checkout_upsell,synthetic
INT-0003850,2026-02-05T10:59:28,RCPT-20260205-00368,P-0013,hover,checkout_upsell,synthetic
INT-0003851,2026-02-05T10:59:28,RCPT-20260205-00368,P-0014,view,checkout_upsell,synthetic
INT-0003852,2026-02-05T10:59:28,RCPT-20260205-00368,P-0042,view,checkout_upsell,synthetic
INT-0003853,2026-02-05T10:59:28,RCPT-20260205-00368,P-0042,hover,checkout_upsell,synthetic
INT-0003854,2026-02-05T10:59:28,RCPT-20260205-00368,P-0032,view,checkout_upsell,synthetic
INT-0003855,2026-02-05T10:59:28,RCPT-20260205-00368,P-0032,click,checkout_upsell,synthetic
INT-0003856,2026-02-05T10:59:28,RCPT-20260205-00368,P-0004,view,checkout_upsell,synthetic
INT-0003857,2026-02-05T10:59:28,RCPT-20260205-00368,P-0004,hover,checkout_upsell,synthetic
INT-0003858,2026-02-05T16:06:28,RCPT-20260205-00369,P-0069,view,checkout_upsell,synthetic
INT-0003859,2026-02-05T16:06:28,RCPT-20260205-00369,P-0069,hover,checkout_upsell,synthetic
INT-0003860,2026-02-05T16:06:28,RCPT-20260205-00369,P-0069,click,checkout_upsell,synthetic
INT-0003861,2026-02-05T16:06:28,RCPT-20260205-00369,P-0008,view,checkout_upsell,synthetic
INT-0003862,2026-02-05T16:06:28,RCPT-20260205-00369,P-0006,view,checkout_upsell,synthetic
INT-0003863,2026-02-05T16:06:28,RCPT-20260205-00369,P-0006,hover,checkout_upsell,synthetic
INT-0003864,2026-02-05T16:06:28,RCPT-20260205-00369,P-0035,view,checkout_upsell,synthetic
INT-0003865,2026-02-05T16:06:28,RCPT-20260205-00369,P-0035,hover,checkout_upsell,synthetic
INT-0003866,2026-02-05T16:06:28,RCPT-20260205-00369,P-0064,view,checkout_upsell,synthetic
INT-0003867,2026-02-05T16:06:28,RCPT-20260205-00369,P-0064,hover,checkout_upsell,synthetic
INT-0003868,2026-02-05T16:06:28,RCPT-20260205-00369,P-0062,view,checkout_upsell,synthetic
INT-0003869,2026-02-05T15:10:27,RCPT-20260205-00370,P-0052,view,checkout_upsell,synthetic
INT-0003870,2026-02-05T15:10:27,RCPT-20260205-00370,P-0052,hover,checkout_upsell,synthetic
INT-0003871,2026-02-05T15:10:27,RCPT-20260205-00370,P-0007,view,checkout_upsell,synthetic
INT-0003872,2026-02-05T15:10:27,RCPT-20260205-00370,P-0072,view,checkout_upsell,synthetic
INT-0003873,2026-02-05T15:10:27,RCPT-20260205-00370,P-0039,view,checkout_upsell,synthetic
INT-0003874,2026-02-05T15:10:27,RCPT-20260205-00370,P-0039,hover,checkout_upsell,synthetic
INT-0003875,2026-02-05T15:10:27,RCPT-20260205-00370,P-0044,view,checkout_upsell,synthetic
INT-0003876,2026-02-05T15:10:27,RCPT-20260205-00370,P-0062,view,checkout_upsell,synthetic
INT-0003877,2026-02-05T15:10:27,RCPT-20260205-00370,P-0062,hover,checkout_upsell,synthetic
INT-0003878,2026-02-05T15:01:11,RCPT-20260205-00371,P-0036,view,checkout_upsell,synthetic
INT-0003879,2026-02-05T15:01:11,RCPT-20260205-00371,P-0036,hover,checkout_upsell,synthetic
INT-0003880,2026-02-05T15:01:11,RCPT-20260205-00371,P-0041,view,checkout_upsell,synthetic
INT-0003881,2026-02-05T15:01:11,RCPT-20260205-00371,P-0041,hover,checkout_upsell,synthetic
INT-0003882,2026-02-05T15:01:11,RCPT-20260205-00371,P-0055,view,checkout_upsell,synthetic
INT-0003883,2026-02-05T15:01:11,RCPT-20260205-00371,P-0055,hover,checkout_upsell,synthetic
INT-0003884,2026-02-05T15:01:11,RCPT-20260205-00371,P-0042,view,checkout_upsell,synthetic
INT-0003885,2026-02-05T15:01:11,RCPT-20260205-00371,P-0042,hover,checkout_upsell,synthetic
INT-0003886,2026-02-05T15:01:11,RCPT-20260205-00371,P-0007,view,checkout_upsell,synthetic
INT-0003887,2026-02-05T15:01:11,RCPT-20260205-00371,P-0047,view,checkout_upsell,synthetic
INT-0003888,2026-02-05T15:01:11,RCPT-20260205-00371,P-0047,hover,checkout_upsell,synthetic
INT-0003889,2026-02-05T19:28:40,RCPT-20260205-00372,P-0061,view,checkout_upsell,synthetic
INT-0003890,2026-02-05T19:28:40,RCPT-20260205-00372,P-0061,hover,checkout_upsell,synthetic
INT-0003891,2026-02-05T19:28:40,RCPT-20260205-00372,P-0060,view,checkout_upsell,synthetic
INT-0003892,2026-02-05T19:28:40,RCPT-20260205-00372,P-0060,hover,checkout_upsell,synthetic
INT-0003893,2026-02-05T19:28:40,RCPT-20260205-00372,P-0060,click,checkout_upsell,synthetic
INT-0003894,2026-02-05T19:28:40,RCPT-20260205-00372,P-0056,view,checkout_upsell,synthetic
INT-0003895,2026-02-05T19:28:40,RCPT-20260205-00372,P-0023,view,checkout_upsell,synthetic
INT-0003896,2026-02-05T19:28:40,RCPT-20260205-00372,P-0023,hover,checkout_upsell,synthetic
INT-0003897,2026-02-05T19:28:40,RCPT-20260205-00372,P-0005,view,checkout_upsell,synthetic
INT-0003898,2026-02-05T19:28:40,RCPT-20260205-00372,P-0005,hover,checkout_upsell,synthetic
INT-0003899,2026-02-05T19:28:40,RCPT-20260205-00372,P-0049,view,checkout_upsell,synthetic
